id,name,description,color,layer,connections_count
"responsabilidade-coletiva","Responsabilidade coletiva:","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"resposta-wertkritik-kurz-jappe","Resposta
                            Wertkritik (Kurz, Jappe):","Conceito extraído de: Capítulo 10: A Crítica do Valor (Wertkritik)","#10b981",0,0
"resposta-wertkritik","Resposta
                            Wertkritik:","Conceito extraído de: Capítulo 10: A Crítica do Valor (Wertkritik)","#10b981",0,0
"resposta-scholz-/-wertkritik-feminista","Resposta Scholz /
                            Wertkritik feminista:","Conceito extraído de: Capítulo 10: A Crítica do Valor (Wertkritik)","#10b981",0,0
"resposta-a-pandemias","Resposta a Pandemias:","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"resposta-pedagógica","Resposta pedagógica:","Conceito extraído de: Mapa Mental: A Teia Conceitual do Livro","#10b981",0,0
"resposta","Resposta:","Conceito extraído de: Capítulo 21: A Inserção Subordinada do Brasil na Globalização Digital","#10b981",0,0
"resposta-depende-de-quem-controla-os-controladores","Resposta: Depende de quem controla os
                            controladores.","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"respostas-em-capítulos-posteriores","Respostas em capítulos posteriores:","Conceito extraído de: Capítulo 1: Introdução ao Marxismo — Mercadoria, Valor e Capital","#10b981",0,0
"ressonâncias-entre-as-4","Ressonâncias entre as 4:","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"resultado","Resultado","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"resultado-absurdo","Resultado absurdo:","Conceito extraído de: Capítulo 17: OGAS — A Internet Vermelha da União Soviética","#10b981",0,0
"resultado-esperado","Resultado esperado:","Conceito extraído de: Capítulo 30: O Salto Dialético: Quando a Filosofia se Torna Ciência e Transforma o Mundo","#10b981",0,0
"resultado-histórico","Resultado histórico:","Conceito extraído de: Capítulo 21: A Inserção Subordinada do Brasil na Globalização Digital","#10b981",0,0
"resultado-imediato","Resultado imediato:","Conceito extraído de: Capítulo 21: A Inserção Subordinada do Brasil na Globalização Digital","#10b981",0,0
"resultado-político","Resultado político:","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"resultado","Resultado:","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"resultados-2-anos","Resultados (2 anos):","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"resultados-em-barcelona-2016-2024","Resultados em Barcelona (2016-2024):","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"resultados-históricos","Resultados históricos:","Conceito extraído de: Recursos para Ação","#10b981",0,0
"resultados-iniciais-2024-2025","Resultados iniciais (2024-2025):","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"resultados-observados","Resultados observados:","Conceito extraído de: Capítulo 29: A Arquitetura Invisível: Como a Comunicação Constrói, Espelha e Transforma a
                    Realidade","#10b981",0,0
"resultados","Resultados:","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"resumo","Resumo:","Conceito extraído de: Capítulo 29: A Arquitetura Invisível: Como a Comunicação Constrói, Espelha e Transforma a
                    Realidade","#10b981",0,0
"rethinking-the-smart-city-democratizing-urban-technology","Rethinking the Smart City: Democratizing Urban
                            Technology","Conceito extraído de: Guia de Leituras Complementares por Capítulo","#10b981",0,0
"reutilização-de-dados","Reutilização de dados:","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"revista-de-antropologia","Revista de
                        Antropologia","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"revolution-in-rojava-democratic-autonomy-and-womens-liberation-in-syrian-kurdistan","Revolution in Rojava: Democratic Autonomy
                            and Women's Liberation in Syrian Kurdistan","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"revolução-cubana-1959","Revolução Cubana (1959)","Conceito extraído de: Cronologias Entrelaçadas","#10b981",0,0
"revolução-industrial-1700s-1800s","Revolução Industrial (1700s-1800s):","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"revolução-é-também-micropráticas-cotidianas","Revolução é também micropráticas cotidianas.","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"riscos","Riscos","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"riscos-e-ausência-de-proteção","Riscos e ausência de proteção:","Conceito extraído de: Capítulo 21: A Inserção Subordinada do Brasil na Globalização Digital","#10b981",0,0
"ritual-de-iniciação","Ritual de Iniciação","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"rivera-cusicanqui-s-2015sociología-de-la-imagen","Rivera Cusicanqui, S. (2015).Sociología de la Imagen.","Conceito extraído de: Guia de Leituras Complementares por Capítulo","#10b981",0,0
"robert-mcruer","Robert
                                McRuer","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"robert-kurz","Robert Kurz","Conceito extraído de: Capítulo 10: A Crítica do Valor (Wertkritik)","#10b981",0,0
"roberts-m-e-2018censored-distraction-and-diversion-inside-chinas-great-firewall","Roberts, M. E. (2018).Censored: Distraction and Diversion Inside China's Great
                            Firewall.","Conceito extraído de: Guia de Leituras Complementares por Capítulo","#10b981",0,0
"robinhood","Robinhood","Conceito extraído de: Capítulo 14: A Engenharia do Vício: Jogos, Apostas e a Extração do Gozo","#10b981",0,0
"rogier-creemers","Rogier Creemers","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"rojava","Rojava","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"rojava-confederalismo-democrático","Rojava (Confederalismo Democrático):","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"romantização-do-pré-colonial","Romantização do Pré-Colonial:","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"romper-essa-separação","Romper essa separação","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"rongcheng","Rongcheng","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"rosana-pinheiro-machado","Rosana Pinheiro-Machado","Conceito extraído de: Capítulo 15: O Corpo-Atleta na Arena Digital: A Plataformização dos Esportes e Esports","#10b981",0,0
"roswitha-scholz","Roswitha Scholz","Conceito extraído de: Capítulo 10: A Crítica do Valor (Wertkritik)","#10b981",0,0
"rota-da-seda-digital","Rota da Seda Digital","Conceito extraído de: Capítulo 25: O Dragão Cibernético: China e a Explosão Informacional da Cibernética de Segunda
                    Ordem","#10b981",0,0
"rotas-e-geopolítica","Rotas e
                                geopolítica:","Conceito extraído de: Capítulo 20: A Guerra das Redes: Geopolítica Cibernética, BRICS Pay e a Batalha pelos Meios de
                    Pagamento","#10b981",0,0
"rotatividade-obrigatória","Rotatividade obrigatória:","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"rubin-i-i-1928ensaios-sobre-a-teoria-do-valor-de-marx","Rubin, I. I. (1928).Ensaios sobre a Teoria do Valor de Marx.","Conceito extraído de: Guia de Leituras Complementares por Capítulo","#ef4444",-1,0
"rápido","Rápido:","Conceito extraído de: Rizoma — Ponto de Envio/Resposta","#10b981",0,0
"s1-robusto","S1
                                robusto","Conceito extraído de: Capítulo 20: A Guerra das Redes: Geopolítica Cibernética, BRICS Pay e a Batalha pelos Meios de
                    Pagamento","#10b981",0,0
"s1-atrofiado","S1 atrofiado","Conceito extraído de: Capítulo 20: A Guerra das Redes: Geopolítica Cibernética, BRICS Pay e a Batalha pelos Meios de
                    Pagamento","#10b981",0,0
"s2-cooperativo","S2 cooperativo","Conceito extraído de: Capítulo 20: A Guerra das Redes: Geopolítica Cibernética, BRICS Pay e a Batalha pelos Meios de
                    Pagamento","#10b981",0,0
"s3-hipertrofiado","S3 hipertrofiado","Conceito extraído de: Capítulo 20: A Guerra das Redes: Geopolítica Cibernética, BRICS Pay e a Batalha pelos Meios de
                    Pagamento","#10b981",0,0
"ser","SER","Conceito extraído de: Mapa Mental: A Teia Conceitual do Livro","#10b981",0,0
"sistemas-sociais/tecnologias","SISTEMAS SOCIAIS/TECNOLOGIAS","Conceito extraído de: Capítulo 29: A Arquitetura Invisível: Como a Comunicação Constrói, Espelha e Transforma a
                    Realidade","#10b981",0,0
"spfs-system-for-transfer-of-financial-messages","SPFS (System for Transfer of Financial Messages):","Conceito extraído de: Capítulo 20: A Guerra das Redes: Geopolítica Cibernética, BRICS Pay e a Batalha pelos Meios de
                    Pagamento","#10b981",0,0
"stf-e-o-ativismo-judicial-no-presidencialismo-à-brasileira","STF e o Ativismo Judicial no Presidencialismo à Brasileira","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"subsunção-+-algoritmo-=-controle-algorítmico","SUBSUNÇÃO + ALGORITMO = Controle
                                Algorítmico","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"subsunção-+-algoritmo-=-controle-algorítmico","SUBSUNÇÃO + ALGORITMO = Controle
                        Algorítmico","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"swift-society-for-worldwide-interbank-financial-telecommunication","SWIFT (Society for Worldwide Interbank Financial
                        Telecommunication)","Conceito extraído de: Capítulo 20: A Guerra das Redes: Geopolítica Cibernética, BRICS Pay e a Batalha pelos Meios de
                    Pagamento","#10b981",0,0
"swift-society-for-worldwide-interbank-financial-telecommunication","SWIFT (Society for Worldwide Interbank Financial Telecommunication):","Conceito extraído de: Capítulo 20: A Guerra das Redes: Geopolítica Cibernética, BRICS Pay e a Batalha pelos Meios de
                    Pagamento","#10b981",0,0
"sabai-sabai","Sabai-sabai","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"sadie-plant","Sadie
                                Plant","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"salto-final","Salto final:","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"salário","Salário:","Conceito extraído de: Capítulo 8: Trabalho Imaterial, Cognitivo e Afetivo","#10b981",0,0
"sam-bankman-fried","Sam Bankman-Fried","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"samantha-hoffman","Samantha Hoffman","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"santos-boaventura-de-sousa","Santos, Boaventura de Sousa","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"sanções-como-arma-de-informação","Sanções como Arma de Informação:","Conceito extraído de: Capítulo 20: A Guerra das Redes: Geopolítica Cibernética, BRICS Pay e a Batalha pelos Meios de
                    Pagamento","#10b981",0,0
"sapere-aude","Sapere aude","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#10b981",0,0
"sarah-roberts","Sarah Roberts","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"saúde-coletiva","Saúde coletiva","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"scholz-r-2000-o-valor-é-o-homem-teses-sobre-a-socialização-pelo-valor-e-a-relação-entre-os-sexos","Scholz, R. (2000). ""O Valor é o Homem: Teses sobre a socialização pelo valor e a relação
                        entre os sexos.""","Conceito extraído de: Guia de Leituras Complementares por Capítulo","#ef4444",-1,0
